 ea_code  |  sp_code  |       sp_name        | mp_code |        mp_name        | mn_code |     mn_name     | dc_code | dc_mdb_code |      dc_name       |  pr_name   |  survey   
 87410909 | 874018001 | Jerusalem SP         |  874018 | Jerusalem             |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410916 | 874018001 | Jerusalem SP         |  874018 | Jerusalem             |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410793 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410795 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410796 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410797 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410798 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410799 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410801 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410802 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410803 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410805 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410806 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410807 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410808 | 874027001 | Khumbula SP          |  874027 | Khumbula              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410857 | 874019001 | Lundi SP             |  874019 | Lundi                 |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410859 | 874019001 | Lundi SP             |  874019 | Lundi                 |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410860 | 874019001 | Lundi SP             |  874019 | Lundi                 |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410861 | 874019001 | Lundi SP             |  874019 | Lundi                 |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410862 | 874019001 | Lundi SP             |  874019 | Lundi                 |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410863 | 874019001 | Lundi SP             |  874019 | Lundi                 |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410864 | 874019001 | Lundi SP             |  874019 | Lundi                 |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410865 | 874019001 | Lundi SP             |  874019 | Lundi                 |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410866 | 874019001 | Lundi SP             |  874019 | Lundi                 |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87411123 | 874002001 | Mahukule A SP        |  874002 | Mahukule A            |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87411125 | 874002001 | Mahukule A SP        |  874002 | Mahukule A            |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410336 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410411 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410412 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410415 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410416 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410417 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410418 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410419 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410420 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410421 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410422 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410423 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410424 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410425 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410485 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410486 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410487 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410488 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410569 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410570 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410571 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410572 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410573 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410574 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410590 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410591 | 874054001 | Msogwaba SP          |  874054 | Msogwaba              |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87410721 | 874025001 | Nsikazi SP           |  874025 | Nsikazi               |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | both
 87410722 | 874025001 | Nsikazi SP           |  874025 | Nsikazi               |     874 | Mbombela        |     832 | DC32        | Ehlanzeni          | Mpumalanga | both
 87610401 | 876028001 | KwaZibukwane SP      |  876028 | KwaZibukwane          |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610402 | 876028001 | KwaZibukwane SP      |  876028 | KwaZibukwane          |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610403 | 876028001 | KwaZibukwane SP      |  876028 | KwaZibukwane          |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610405 | 876028001 | KwaZibukwane SP      |  876028 | KwaZibukwane          |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610406 | 876028001 | KwaZibukwane SP      |  876028 | KwaZibukwane          |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610407 | 876028001 | KwaZibukwane SP      |  876028 | KwaZibukwane          |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610408 | 876028001 | KwaZibukwane SP      |  876028 | KwaZibukwane          |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610001 | 876056001 | Mananga SP           |  876056 | Mananga               |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610002 | 876056001 | Mananga SP           |  876056 | Mananga               |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610003 | 876056001 | Mananga SP           |  876056 | Mananga               |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610004 | 876056001 | Mananga SP           |  876056 | Mananga               |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610164 | 876035001 | Ntunda SP            |  876035 | Ntunda                |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610165 | 876035001 | Ntunda SP            |  876035 | Ntunda                |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610166 | 876035001 | Ntunda SP            |  876035 | Ntunda                |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610167 | 876035001 | Ntunda SP            |  876035 | Ntunda                |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610168 | 876035001 | Ntunda SP            |  876035 | Ntunda                |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87610169 | 876035001 | Ntunda SP            |  876035 | Ntunda                |     876 | Nkomazi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87510057 | 875001001 | Bonanza Gold Mine SP |  875001 | Bonanza Gold Mine     |     875 | Umjindi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 87510059 | 875001001 | Bonanza Gold Mine SP |  875001 | Bonanza Gold Mine     |     875 | Umjindi         |     832 | DC32        | Ehlanzeni          | Mpumalanga | continuum
 86010343 | 860011001 | Embhuleni SP         |  860011 | Embhuleni             |     860 | Albert Luthuli  |     830 | DC30        | Gert Sibande       | Mpumalanga | continuum
 86010138 | 860038001 | Holeka SP            |  860038 | Holeka                |     860 | Albert Luthuli  |     830 | DC30        | Gert Sibande       | Mpumalanga | both
 86010139 | 860038001 | Holeka SP            |  860038 | Holeka                |     860 | Albert Luthuli  |     830 | DC30        | Gert Sibande       | Mpumalanga | both
 86010140 | 860038001 | Holeka SP            |  860038 | Holeka                |     860 | Albert Luthuli  |     830 | DC30        | Gert Sibande       | Mpumalanga | both
 86010141 | 860038001 | Holeka SP            |  860038 | Holeka                |     860 | Albert Luthuli  |     830 | DC30        | Gert Sibande       | Mpumalanga | both
 86010142 | 860038001 | Holeka SP            |  860038 | Holeka                |     860 | Albert Luthuli  |     830 | DC30        | Gert Sibande       | Mpumalanga | both
 86010143 | 860038001 | Holeka SP            |  860038 | Holeka                |     860 | Albert Luthuli  |     830 | DC30        | Gert Sibande       | Mpumalanga | both
 86010144 | 860038001 | Holeka SP            |  860038 | Holeka                |     860 | Albert Luthuli  |     830 | DC30        | Gert Sibande       | Mpumalanga | both
 86210101 | 862006001 | KwaNgema SP          |  862006 | KwaNgema              |     862 | Mkhondo         |     830 | DC30        | Gert Sibande       | Mpumalanga | both
 86210175 | 862006001 | KwaNgema SP          |  862006 | KwaNgema              |     862 | Mkhondo         |     830 | DC30        | Gert Sibande       | Mpumalanga | both
 86310147 | 863005001 | Daggakraal SP        |  863005 | Daggakraal            |     863 | Pixley Ka Seme  |     830 | DC30        | Gert Sibande       | Mpumalanga | both
 86310148 | 863005001 | Daggakraal SP        |  863005 | Daggakraal            |     863 | Pixley Ka Seme  |     830 | DC30        | Gert Sibande       | Mpumalanga | both
 86310150 | 863005001 | Daggakraal SP        |  863005 | Daggakraal            |     863 | Pixley Ka Seme  |     830 | DC30        | Gert Sibande       | Mpumalanga | both
 87210434 | 872001001 | Lefiso SP            |  872001 | Lefiso                |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210469 | 872001001 | Lefiso SP            |  872001 | Lefiso                |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210470 | 872001001 | Lefiso SP            |  872001 | Lefiso                |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210471 | 872001001 | Lefiso SP            |  872001 | Lefiso                |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210472 | 872001001 | Lefiso SP            |  872001 | Lefiso                |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210475 | 872001001 | Lefiso SP            |  872001 | Lefiso                |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210476 | 872001001 | Lefiso SP            |  872001 | Lefiso                |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210477 | 872001001 | Lefiso SP            |  872001 | Lefiso                |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210090 | 872033001 | Madubaduba SP        |  872033 | Madubaduba            |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210091 | 872033001 | Madubaduba SP        |  872033 | Madubaduba            |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210092 | 872033001 | Madubaduba SP        |  872033 | Madubaduba            |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210093 | 872033001 | Madubaduba SP        |  872033 | Madubaduba            |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210094 | 872033001 | Madubaduba SP        |  872033 | Madubaduba            |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210095 | 872033001 | Madubaduba SP        |  872033 | Madubaduba            |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210096 | 872033001 | Madubaduba SP        |  872033 | Madubaduba            |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210097 | 872033001 | Madubaduba SP        |  872033 | Madubaduba            |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210332 | 872017001 | Thabana SP           |  872017 | Thabana               |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210333 | 872017001 | Thabana SP           |  872017 | Thabana               |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210334 | 872017001 | Thabana SP           |  872017 | Thabana               |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210335 | 872017001 | Thabana SP           |  872017 | Thabana               |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210336 | 872017001 | Thabana SP           |  872017 | Thabana               |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210385 | 872017001 | Thabana SP           |  872017 | Thabana               |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87210386 | 872017001 | Thabana SP           |  872017 | Thabana               |     872 | Dr JS Moroka    |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110057 | 871004001 | Bhundu SP            |  871004 | Bhundu                |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110060 | 871004001 | Bhundu SP            |  871004 | Bhundu                |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110068 | 871004001 | Bhundu SP            |  871004 | Bhundu                |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110075 | 871004001 | Bhundu SP            |  871004 | Bhundu                |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110082 | 871004001 | Bhundu SP            |  871004 | Bhundu                |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110086 | 871004001 | Bhundu SP            |  871004 | Bhundu                |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110092 | 871004001 | Bhundu SP            |  871004 | Bhundu                |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110096 | 871004001 | Bhundu SP            |  871004 | Bhundu                |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110231 | 871016001 | Zakheni              |  871016 | KwaMhlanga Crossroads |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110232 | 871016001 | Zakheni              |  871016 | KwaMhlanga Crossroads |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110233 | 871016001 | Zakheni              |  871016 | KwaMhlanga Crossroads |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110234 | 871016001 | Zakheni              |  871016 | KwaMhlanga Crossroads |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110235 | 871016001 | Zakheni              |  871016 | KwaMhlanga Crossroads |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110236 | 871016001 | Zakheni              |  871016 | KwaMhlanga Crossroads |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110237 | 871016001 | Zakheni              |  871016 | KwaMhlanga Crossroads |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110241 | 871016001 | Zakheni              |  871016 | KwaMhlanga Crossroads |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110289 | 871016001 | Zakheni              |  871016 | KwaMhlanga Crossroads |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110290 | 871016001 | Zakheni              |  871016 | KwaMhlanga Crossroads |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110027 | 871006005 | Kwaggafontein F      |  871006 | Kwaggafontein         |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110030 | 871006005 | Kwaggafontein F      |  871006 | Kwaggafontein         |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110031 | 871006005 | Kwaggafontein F      |  871006 | Kwaggafontein         |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110032 | 871006005 | Kwaggafontein F      |  871006 | Kwaggafontein         |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110033 | 871006005 | Kwaggafontein F      |  871006 | Kwaggafontein         |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110034 | 871006005 | Kwaggafontein F      |  871006 | Kwaggafontein         |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
 87110035 | 871006005 | Kwaggafontein F      |  871006 | Kwaggafontein         |     871 | Thembisile      |     831 | DC31        | Nkangala           | Mpumalanga | continuum
(316 rows)

